Pos	Mean Qual Score
0	31.227672849636654
1	31.661008680781073
2	35.709667403774525
3	35.85663283907738
4	36.134241813852086
5	39.70354456510224
6	39.38678972380232
7	39.591829837443846
8	39.969857474518996
9	40.02231550130783
10	40.08100648600392
11	40.134821889269496
12	40.07650472038748
13	40.06830055209866
14	40.069914683268365
15	40.07592702232834
16	39.97143204644711
17	39.993222722143685
18	39.983703018883645
19	39.971369949849155
20	39.961256762871066
21	40.01386456323079
22	39.9179836122038
23	39.97454866804224
24	39.91932796075723
25	39.8674152999551
26	39.82154131934255
27	39.83984631234646
28	39.752807232190115
29	39.80023885793991
30	39.7007370951763
31	39.758907913883334
32	39.76483438276267
33	39.809361922746504
34	39.81823441399165
35	39.812731400167024
36	39.794792425242065
37	39.76409882811453
38	39.77435075772114
39	39.76541217591615
40	39.747312681760924
41	39.73176057453713
42	39.711714594526335
43	39.70369129565455
44	39.603137028838496
45	39.62923566790549
46	39.62700485000106
47	39.61531766166084
48	39.59711052072324
49	39.574513825479464
50	39.56099892410274
51	39.531680581186116
52	39.44024110596989
53	39.45037359709711
54	39.43073756874607
55	39.416495195739316
56	39.336013250063665
57	39.31950953387231
58	39.278154340761404
59	39.23641981636524
60	39.19159919565411
61	39.16668685836289
62	39.10182092330129
63	39.084113312882984
64	39.040355086034694
65	39.01014114471132
66	38.97472887179896
67	38.94801154901628
68	38.91013633293819
69	38.78115009746218
70	38.78642013017653
71	38.77876750900591
72	38.762562959579014
73	38.730021013945205
74	38.68715325040981
75	38.6679240356056
76	36.987783992086634
77	38.00019513356664
78	38.338199754009985
79	38.51619038037162
80	38.643361645451435
81	38.674630087808204
82	38.67156833564191
83	38.64823076046746
84	38.63762042032835
85	38.63525941828516
86	38.587325123903156
87	38.43007942088313
88	38.459037451380645
89	38.46597201525998
90	38.44654681104015
91	38.40812832105063
92	38.367304610154136
93	38.31563653197062
94	38.29162226553875
95	38.31201163117778
96	38.2975419827206
97	38.073426611996304
98	38.124385666849946
99	38.20089732912357
100	36.6939617192066
